Term,M-Distant mean,IDC mean,Adjusted ranksums p-value
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.11318492395488722,-0.1803065282179487,1.6933100383091203e-16
HALLMARK_GLYCOLYSIS,0.10646603763157896,-0.17089888262820513,5.796951733064745e-21
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.13124434406766916,-0.13821373826923078,1.118154752788621e-14
HALLMARK_P53_PATHWAY,-0.022962813789473686,-0.01034971282051282,0.2152407899743184
HALLMARK_UV_RESPONSE_UP,0.07119735526315789,-0.0764249281025641,3.8930834358143576e-15
HALLMARK_UV_RESPONSE_DN,0.09636543433834585,-0.132543796025641,1.9384946813972306e-24
HALLMARK_ANGIOGENESIS,0.13725130306766917,-0.2352192872179487,1.2014314340183281e-22
HALLMARK_HEME_METABOLISM,0.07183418783458646,-0.10652816969230769,3.5605678921665214e-26
HALLMARK_COAGULATION,0.07121096517293232,-0.12025569562820514,1.559678450873915e-17
HALLMARK_IL2_STAT5_SIGNALING,-0.05843850072180451,0.007148077961538462,3.6667062714436843e-06
HALLMARK_BILE_ACID_METABOLISM,-0.0020884707819548874,-0.07165591787179487,1.14119608440856e-07
HALLMARK_PEROXISOME,0.14316763085714287,-0.17035539015384615,7.151285134959152e-25
HALLMARK_ALLOGRAFT_REJECTION,0.012327427338345864,-0.03166267367948718,0.00042700223886693437
HALLMARK_SPERMATOGENESIS,-0.016299191030075186,-0.03822116320512821,0.017223672262311293
HALLMARK_KRAS_SIGNALING_UP,-0.07138012533834587,0.026595449294871794,1.453558557394145e-15
HALLMARK_KRAS_SIGNALING_DN,-0.0003568349248120303,0.024330984602564103,0.0062503569561648195
HALLMARK_PANCREAS_BETA_CELLS,0.06892784244360903,-0.056933406205128205,7.992527301192398e-07
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.16995156967669173,-0.19508326398717948,2.626334488628725e-24
KEGG_CITRATE_CYCLE_TCA_CYCLE,0.12218384907518798,-0.19642444423076924,2.1972992211852806e-15
KEGG_PENTOSE_PHOSPHATE_PATHWAY,0.20489876238345867,-0.2240459453974359,4.2190524253299936e-23
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,-0.09041918721804511,-0.04489240944871795,0.030553206010770512
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,0.14965973218045114,-0.17469699253846155,3.1009678374352564e-18
KEGG_GALACTOSE_METABOLISM,0.022262308984962405,-0.11753823106410256,3.737118423073861e-05
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,-0.12894544531578947,0.06456263285897436,3.5786193656175658e-12
KEGG_FATTY_ACID_METABOLISM,0.12302903020300753,-0.17170236737179487,3.225257350499171e-17
KEGG_STEROID_BIOSYNTHESIS,-0.12339887249624061,-0.011526507448717948,0.0001546579957698444
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,0.10254899841353383,0.02554581567948718,0.010623033479190965
KEGG_STEROID_HORMONE_BIOSYNTHESIS,-0.12257519581954887,0.12029905114102564,2.2988340156138128e-20
KEGG_OXIDATIVE_PHOSPHORYLATION,0.1349322890676692,-0.15013860034615384,9.5255133752589e-16
KEGG_PURINE_METABOLISM,0.09294111082706766,-0.03950731106410257,2.233257319395651e-15
KEGG_PYRIMIDINE_METABOLISM,0.11848827970676692,-0.04575699174358975,4.1889602274178517e-16
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,0.1258882282481203,-0.13355401711538462,6.931743785776566e-13
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,0.06771726615789474,-0.09763805652564103,3.975654275727332e-10
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,0.12081698781954887,-0.17691432621794873,1.500862416782424e-17
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.15432091537593984,-0.2654968378205128,2.5469347736948005e-19
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,-0.0022063594060150364,-0.18700853012820515,2.926025773331162e-06
KEGG_LYSINE_DEGRADATION,0.030056153879699246,-0.043874267371794874,0.0008113315140061861
KEGG_ARGININE_AND_PROLINE_METABOLISM,0.1319113462406015,-0.1656907947051282,1.0253820581695278e-20
KEGG_HISTIDINE_METABOLISM,0.01835078920300752,0.023739952564102565,0.9394417775389419
KEGG_TYROSINE_METABOLISM,0.0260603175037594,-0.12721592844871796,2.233858623799077e-12
KEGG_PHENYLALANINE_METABOLISM,0.014599812105263156,-0.11292716542307692,0.00011252583966558561
KEGG_TRYPTOPHAN_METABOLISM,-0.036002403406015036,-0.04130458867948718,0.7020600885057638
KEGG_BETA_ALANINE_METABOLISM,0.14868519429323307,-0.11370308770512819,9.891214962134893e-15
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM,-0.2231456797067669,0.14256258201282052,7.22064069127589e-17
KEGG_SELENOAMINO_ACID_METABOLISM,-0.02642746416541353,-0.15128281129487178,0.0003691130464046222
KEGG_GLUTATHIONE_METABOLISM,0.029907528624060153,-0.16493108903846151,7.625224624218878e-09
KEGG_STARCH_AND_SUCROSE_METABOLISM,-0.053727077278195486,-0.04289162191025641,0.45171263386505117
KEGG_N_GLYCAN_BIOSYNTHESIS,0.19472127197744363,-0.10609769239743591,5.683501844434874e-24
KEGG_OTHER_GLYCAN_DEGRADATION,0.11416063258646617,-0.18887628028205128,3.494474025659084e-15
KEGG_O_GLYCAN_BIOSYNTHESIS,0.016078442157894734,0.06615246407692307,0.033848938586855656
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,0.1286775950075188,-0.16557991173076922,1.76168220729398e-23
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,-0.06719584553383459,-0.12864317021794872,0.036164393205260915
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,-0.045966077872180454,0.05199289496153846,0.0007025220125849951
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,-0.06612487709022558,0.11417838670512821,2.896307079649842e-08
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,-0.06296273992481202,0.09387095285897436,1.5316871762254332e-08
KEGG_GLYCEROLIPID_METABOLISM,0.09062521755639097,-0.05723902898717949,9.397277511964737e-14
KEGG_INOSITOL_PHOSPHATE_METABOLISM,-0.033548157511278195,-0.06658734385897436,0.5132868740738539
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,0.14622463996992482,-0.19285384652564103,5.059834442955967e-22
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,0.09815252714285715,-0.1366805255897436,3.466463361074599e-21
KEGG_ETHER_LIPID_METABOLISM,-0.019557476413533833,-0.11174468058974359,0.00042001077445253537
KEGG_ARACHIDONIC_ACID_METABOLISM,0.0018675576240601516,-0.07275647258974359,0.00021963008562297628
KEGG_LINOLEIC_ACID_METABOLISM,0.05951898509774436,0.02309002925641026,0.17954963091946083
KEGG_SPHINGOLIPID_METABOLISM,0.034952644007518796,-0.03813652574358974,0.0009480216459292054
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,-0.0013127049924812032,-0.0036110017948717934,0.9038760390299151
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,0.10322286709022556,-0.024677173666666666,1.1770277569459465e-05
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,0.0687669992330827,-0.12604080973076923,4.018445298036155e-09
KEGG_PYRUVATE_METABOLISM,0.1451309950451128,-0.17212288562820513,9.72357275016266e-21
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,0.024894523172932326,-0.09796375876923077,0.0006338886680850115
KEGG_PROPANOATE_METABOLISM,0.13680307934586466,-0.1785132686153846,1.0421415983067568e-16
KEGG_BUTANOATE_METABOLISM,0.10962918265413533,-0.11639678747435897,2.6215583034356342e-15
KEGG_ONE_CARBON_POOL_BY_FOLATE,0.054530644368421054,-0.1358133768205128,1.3899914122887295e-09
KEGG_RIBOFLAVIN_METABOLISM,0.015929015669172934,-0.12938385443589742,0.0005160862588806214
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,-0.14724955131578948,-0.004947219935897435,8.886789286032489e-07
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,-0.06486777981954887,-0.06069341817948718,0.9209559719342706
KEGG_FOLATE_BIOSYNTHESIS,-0.10447977461654134,0.04920271902564102,5.794245080093995e-05
KEGG_RETINOL_METABOLISM,-0.015041688157894736,-0.04749672141025641,0.16387690984097952
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,-0.0706108400075188,-0.0432281985,0.5821981149080616
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS,0.10936742521052632,-0.026565247269230766,0.00013067658147686634
KEGG_LIMONENE_AND_PINENE_DEGRADATION,0.12441072020300752,-0.21158743123076923,1.0585341103761975e-13
KEGG_NITROGEN_METABOLISM,0.14771188457142856,-0.10874618378205128,1.3371165988374294e-10
KEGG_SULFUR_METABOLISM,-0.10818735654887218,-0.05334205339743589,0.12910172452414087
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,0.1454463129473684,-0.2477757638076923,4.0171978618143794e-21
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,-0.06439759945112782,-0.013926022230769232,0.0046218402727772985
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,-0.08226143719548872,-0.015568114923076921,0.0005866895642741117
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,-0.017419826864661654,0.05163313098717948,9.68301398455675e-05
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,-0.04977069487218045,0.002736357987179489,0.025389106221967033
KEGG_ABC_TRANSPORTERS,-0.010633766037593983,0.056553211128205126,0.00021963008562297628
KEGG_RIBOSOME,0.13325439111278195,-0.12958898724358975,2.9113739099813245e-11
KEGG_RNA_DEGRADATION,0.07919201201503759,-0.14307225838461538,7.66965604472333e-18
KEGG_RNA_POLYMERASE,0.15377816565413532,-0.02213026273076923,2.908101731443664e-10
KEGG_BASAL_TRANSCRIPTION_FACTORS,0.12278461418045111,-0.07091498364102564,5.111351309536456e-14
KEGG_DNA_REPLICATION,0.08660875668421053,-0.145017545,4.190270729042234e-15
KEGG_SPLICEOSOME,0.153123728037594,-0.20109370803846152,2.180706744704348e-19
KEGG_PROTEASOME,0.08766073469924811,-0.22200998643589742,1.1518938432455106e-11
KEGG_PROTEIN_EXPORT,0.046814151894736845,-0.05324225626923077,0.014253304972049404
KEGG_PPAR_SIGNALING_PATHWAY,-0.031208760736842107,-0.02067481342307692,0.908540650041963
KEGG_BASE_EXCISION_REPAIR,-0.06521434834586466,-0.047816230525641025,0.3519842620270337
KEGG_NUCLEOTIDE_EXCISION_REPAIR,0.0666918962556391,-0.15815186743589743,9.699756089419126e-17
KEGG_MISMATCH_REPAIR,0.027991268120300755,-0.17451217212820513,2.0692313570961695e-10
KEGG_HOMOLOGOUS_RECOMBINATION,-0.00014486427067669197,-0.17706084680769232,5.528097575772368e-09
KEGG_NON_HOMOLOGOUS_END_JOINING,-0.07149825052631578,-0.1294091896153846,0.08347481071542309
KEGG_ERBB_SIGNALING_PATHWAY,-0.024194026962406013,0.0019367552564102564,0.07992752548034543
KEGG_CALCIUM_SIGNALING_PATHWAY,0.01694442803007519,0.0072545079230769225,0.3610926586824926
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,-0.09429543278195489,0.1465113185,4.745021735660086e-16
KEGG_CHEMOKINE_SIGNALING_PATHWAY,-0.00963186420300752,-0.027165888576923074,0.13500867953747828
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,-0.033405737015037594,-0.047764682794871796,0.8199898694829084
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,-0.08240153736842105,0.1679022526794872,2.1972992211852806e-15
KEGG_CELL_CYCLE,-0.06799821497744361,-0.030961034653846156,0.003557752056183965
KEGG_OOCYTE_MEIOSIS,-0.007432368120300753,-0.04821613197435898,0.00862290239484563
KEGG_P53_SIGNALING_PATHWAY,-0.06918952587969925,-0.024198242282051283,0.0018910887238777496
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,-0.0053526748270676695,0.015832805923076922,0.12059240352948969
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,0.027594598518796993,-0.08649820743589744,8.373953899218596e-06
KEGG_REGULATION_OF_AUTOPHAGY,-0.08899128584210526,0.05259699223076923,9.120809178240828e-06
KEGG_LYSOSOME,0.04307139535338346,-0.08481538287179487,2.0639253976799966e-13
KEGG_ENDOCYTOSIS,0.07874555433834586,-0.08907082042307692,1.1518588778881912e-22
KEGG_PEROXISOME,0.09963798627819549,-0.10450832462820514,2.1382054414430535e-19
KEGG_MTOR_SIGNALING_PATHWAY,-0.10794582678947369,0.07259529334615385,1.0769117156274028e-17
KEGG_APOPTOSIS,0.022012764338345866,-0.040325865153846153,1.0375066000871987e-05
KEGG_CARDIAC_MUSCLE_CONTRACTION,0.18130858703007519,-0.14204957978205127,7.97211047563629e-24
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,-0.06336686009774437,0.018412750512820514,3.827551889160549e-06
KEGG_WNT_SIGNALING_PATHWAY,-0.0768991902481203,0.03890382676923077,6.524511805754917e-14
KEGG_DORSO_VENTRAL_AXIS_FORMATION,-0.01206233661654135,-0.03886046157692308,0.27004244984996284
KEGG_NOTCH_SIGNALING_PATHWAY,0.10955636678947368,-0.06036506271794872,1.549831289407232e-11
KEGG_HEDGEHOG_SIGNALING_PATHWAY,-0.18887838990977443,0.1748639487948718,3.1499864258121954e-26
KEGG_TGF_BETA_SIGNALING_PATHWAY,0.015592022067669171,0.04537145817948718,0.02551916629316548
KEGG_AXON_GUIDANCE,-0.01626530862406015,0.01741085635897436,0.01840605419897065
KEGG_VEGF_SIGNALING_PATHWAY,0.006168223586466167,-0.03503007424358975,0.07378692945637562
KEGG_FOCAL_ADHESION,0.03194079763909775,-0.09393565582051282,9.653025216526085e-12
KEGG_ECM_RECEPTOR_INTERACTION,0.09948904763157895,-0.17085651916666666,3.060409034458077e-16
KEGG_CELL_ADHESION_MOLECULES_CAMS,0.07181221745112781,-0.07501035284615384,1.4916740158231766e-16
KEGG_ADHERENS_JUNCTION,-0.004300028669172933,-0.11171939994871795,8.305329920959848e-10
KEGG_TIGHT_JUNCTION,0.08476202954135338,-0.10530596016666667,4.2537111717109594e-19
KEGG_GAP_JUNCTION,0.08303106465413534,-0.08554968298717948,4.784809960547731e-14
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,0.05249783110526316,-0.2094327997692308,1.2168796172861486e-16
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,0.04803978720300752,-0.04656980734615384,0.0001680507116731259
KEGG_RENIN_ANGIOTENSIN_SYSTEM,-0.21136032966165413,0.027161051717948716,2.5333212895128405e-14
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,-0.08270797285714285,0.0336359115,8.305329920959848e-10
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.05628214981954888,-0.07989811219230769,3.2734888378592443e-10
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.04906758681203008,-0.027546188820512817,0.0012331770634940015
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,0.053189363887218045,-0.0015357739487179512,0.2740194630230014
KEGG_JAK_STAT_SIGNALING_PATHWAY,-0.08722684695488722,0.10688005997435898,3.2986786667595606e-18
KEGG_HEMATOPOIETIC_CELL_LINEAGE,-0.05502798339849624,-0.04455888119230769,0.3267948405284788
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,-0.0023849201654135344,0.046840501666666666,0.0021924922404151343
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,-0.02007682567669173,0.024940426897435898,0.01670100863932095
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,-0.05243891560150376,-0.00119341217948718,0.01104503611874477
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,0.024413737015037594,-0.04400312007692307,0.0026294489176137037
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,0.010462179593984964,-0.10697673442307692,5.243063255716811e-13
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,0.05690700135338345,-0.028212893410256408,2.0896550236392097e-06
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,-0.024777927142857144,0.061355084756410265,0.0014033748913199972
KEGG_CIRCADIAN_RHYTHM_MAMMAL,-0.30243680528571426,0.20790403544871794,1.2386740945859117e-23
KEGG_LONG_TERM_POTENTIATION,-0.03237863596992481,0.008364383089743589,0.05057362715897306
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,0.013177162278195487,-0.06356038223076924,3.6958388253614417e-07
KEGG_LONG_TERM_DEPRESSION,0.014630382270676692,-0.0423483402948718,0.0057553917495515505
KEGG_OLFACTORY_TRANSDUCTION,-0.03300836,0.22899020028205128,2.65547848789595e-23
KEGG_TASTE_TRANSDUCTION,-0.11766843512030076,0.0034493794743589742,0.00021188042879905156
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.06172261754887218,-0.06609737964102565,1.513466024019457e-14
KEGG_INSULIN_SIGNALING_PATHWAY,0.009556482819548873,-0.04920273358974359,3.827551889160549e-06
KEGG_GNRH_SIGNALING_PATHWAY,0.0423467132406015,-0.051258583102564106,5.4803988160651056e-08
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,0.0016247226090225562,0.013623275846153846,0.4385816423197036
KEGG_MELANOGENESIS,-0.14032017207518796,0.08752054048717949,5.197138725412435e-24
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,-0.051641922150375934,0.03926047982051282,4.1689094620316113e-07
KEGG_TYPE_II_DIABETES_MELLITUS,-0.11066534344360902,0.024837299615384615,2.085539701538495e-11
KEGG_TYPE_I_DIABETES_MELLITUS,-0.016329316233082706,-0.01808954282051282,0.9149135796956499
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG,0.07442709159398496,0.0788443311025641,0.7292028583423668
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,0.06326809287218045,-0.010050454025641026,0.00028532873879369013
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,0.0910780952330827,-0.11732543062820512,2.4060877740672084e-13
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,0.13340058878195488,-0.1380554621025641,7.614971916110558e-14
KEGG_ALZHEIMERS_DISEASE,0.11911847064661654,-0.11184741334615385,2.3745356016891752e-14
KEGG_PARKINSONS_DISEASE,0.13008358809774437,-0.15221340585897436,8.43954975224294e-15
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,0.12017638343609022,-0.07363960498717949,2.161928968437683e-15
KEGG_HUNTINGTONS_DISEASE,0.10864632214285715,-0.0941759291025641,6.411557641061458e-14
KEGG_PRION_DISEASES,0.11165020369172933,-0.2061158546923077,1.1632260023570543e-17
KEGG_VIBRIO_CHOLERAE_INFECTION,0.11354178038345865,-0.1471491064871795,1.488843183673456e-20
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,0.10545629491729323,-0.08951772805128205,2.6223166692548696e-14
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,0.07141912684210526,-0.13117231273076924,3.1522212762736484e-13
KEGG_LEISHMANIA_INFECTION,-0.02426343194736842,-0.0013728977692307699,0.13317090358782122
KEGG_COLORECTAL_CANCER,0.0036903835639097745,-0.03839799628205128,0.015092737315646485
KEGG_RENAL_CELL_CARCINOMA,-0.017713066736842104,-0.013338914884615386,0.7788596525968899
KEGG_PANCREATIC_CANCER,0.03140101221052632,-0.028571745102564102,0.0016836762290752892
KEGG_ENDOMETRIAL_CANCER,0.003933213278195489,-0.053685718461538454,0.0014937977510158084
KEGG_GLIOMA,-0.05904115068421052,-0.005179810743589744,0.010908836926706252
KEGG_PROSTATE_CANCER,0.006357846233082708,-0.03282237988461539,0.005561153691680024
KEGG_THYROID_CANCER,-0.019358299917293233,0.0020313585128205135,0.4201060310446219
KEGG_BASAL_CELL_CARCINOMA,-0.3153937551804511,0.19463951266666668,1.9467222749845294e-25
KEGG_MELANOMA,0.021468490067669172,-0.03080967501282051,0.00021963008562297628
KEGG_BLADDER_CANCER,-0.0011481526390977443,-0.07333216205128205,4.9540238125069715e-05
KEGG_CHRONIC_MYELOID_LEUKEMIA,0.0067159624436090234,-0.05005337735897436,0.0005619037708862749
KEGG_ACUTE_MYELOID_LEUKEMIA,-0.017592446323308274,-0.028199496089743592,0.6236199169140245
KEGG_SMALL_CELL_LUNG_CANCER,0.05011454534586467,-0.052633975282051285,2.8029203051469497e-12
KEGG_NON_SMALL_CELL_LUNG_CANCER,-0.0029156438721804506,-0.005683275371794872,0.7245816046154814
KEGG_ASTHMA,0.005957064082706767,-0.03615372992307692,0.11623454026370979
KEGG_AUTOIMMUNE_THYROID_DISEASE,-0.04064580668421053,0.014590841461538459,0.06444153141569985
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,0.06282817978195489,-0.08766946374358975,4.2019149200514205e-12
KEGG_ALLOGRAFT_REJECTION,-0.043473381541353384,0.007335891692307693,0.1156955458650144
KEGG_GRAFT_VERSUS_HOST_DISEASE,-0.02903917109774436,0.007850306948717948,0.25849895849766985
KEGG_PRIMARY_IMMUNODEFICIENCY,-0.09748303284962406,0.054522597179487174,2.1134028609804746e-09
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,0.023463097518796994,-0.025183407320512823,0.011335454487589706
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,0.040876567932330826,-0.09662016766666667,1.9778742050841894e-08
KEGG_DILATED_CARDIOMYOPATHY,0.07802456194736841,-0.04821230537179487,2.3168516220993943e-11
KEGG_VIRAL_MYOCARDITIS,0.006870203255639098,-0.07905330419230769,6.708184358707613e-05
KEGG_HIF1_SIGNALING,-0.006560079962406015,-0.021307332128205125,0.8344920274318552
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND,0.21771006783458646,-0.2602614573205128,7.468950471401672e-24
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,0.09812641106015038,-0.07409833174358973,2.3168516220993943e-11
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,0.03616791184962406,-0.16431592397435899,3.761641527920911e-15
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,-0.003955928954887218,-0.1015818123974359,3.121399697696874e-05
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,0.06430504729323308,-0.1668594072051282,1.2230542966164418e-10
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,0.15047751721052632,-0.04782090964102564,9.759438933925223e-13
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,0.10936539818796992,-0.19232871147435898,1.5879057883623797e-18
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA_,0.08584446275187971,-0.17932008412820513,3.8593775933912877e-10
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,0.02195273665413534,-0.06467175947435898,0.011119008420542038
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,0.13660017893984963,-0.19292355232051284,9.351745657541078e-17
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,0.08398076110526316,-0.11132203174358975,1.1230775265407031e-08
