term,Exp063972,Exp063804,Exp061170,Exp071855,Exp058132,Exp071409,Exp071413,Exp071852,Exp071853,Exp061845,Exp072767,Exp071414,Exp066882,Exp061181,Exp072369,Exp071860,Exp071910,Exp072223,Exp071913,Exp071861,Exp071416,Exp059910,Exp066874,Exp064120,Exp061843,Exp059915,Exp059931,Exp059906,Exp067098,Exp066039,Exp059897,Exp059913,Exp066025,Exp059903,Exp061855,Exp059930,Exp067440,Exp066029,Exp063813,Exp063811,Exp058122,Exp059899,Exp066032,Exp068742,Exp056266,Exp068741,Exp068655,Exp059898,Exp068659,Exp063808,Exp068658,Exp057318,Exp068662,Exp058165,Exp058162,Exp058123,Exp066034,Exp058125,Exp059911,Exp058138,Exp058108,Exp058140,Exp064117,Exp068946,Exp075756,Exp075767,Exp070852,Exp075758,Exp066041,Exp067091,Exp067093,Exp068657,Exp067095,Exp066037,Exp075754
GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS,0.357461525,0.467858089,0.18213643,0.297310153,0.25954004,0.255876131,0.311589516,0.190368082,0.247868662,0.257406081,0.082960991,0.050641825,0.060821673,0.190038164,0.137691219,0.133651265,0.203246587,0.087402225,0.222847607,0.114343102,0.232732759,0.064595263,-0.030472102,0.056179933,0.335124322,0.333133502,0.181648745,0.127006642,-0.125328431,-0.129574607,-0.152269334,0.126417402,-0.000458256,-0.124096347,-0.055853365,-0.146064856,0.026191249,-0.049603957,-0.218167203,0.000949149,-0.02071931,-0.043580517,-0.16114129,-0.251439441,-0.208125378,0.021421851,-0.032489278,-0.044462045,-0.116531511,-0.043111514,-0.007703351,-0.093306961,0.093338145,0.256403553,0.206953467,-0.061024603,0.096567683,0.272410583,0.164835039,0.204779734,0.147306362,0.136987355,0.072088034,-0.037622426,0.095132676,0.161199238,0.223108299,-0.218577861,0.192594791,0.420030654,0.220286949,0.252803783,0.230214822,0.237637746,0.099848999
GOBP_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT,-0.219142161,-0.215417874,-0.114804408,-0.134810563,0.150947767,-0.090818834,-0.036164764,-0.120337357,-0.096653119,0.010443636,0.303459185,-0.178723374,0.428608665,0.640844031,0.386994498,0.433324246,0.449868197,-0.268936416,0.094424409,0.635954365,0.08001831,-0.071806436,0.029369166,-0.06786608,0.414201836,-0.242794563,0.447902724,0.431493971,0.531691216,-0.457816903,0.601903928,0.476341834,0.600251583,-0.172460327,0.3565541,0.093267214,-0.494076641,0.074255055,0.536547749,-0.531149786,-0.069641317,0.106549402,-0.355785324,-0.230426061,0.725813949,-0.204285031,-0.120198192,-0.41757684,0.146034718,-0.542437095,-0.56896232,-0.59956561,-0.439017416,0.15541635,-0.44109651,-0.516064816,-0.484386721,0.053061643,-0.260927997,-0.367799312,-0.126153705,-0.244869103,-0.562513441,-0.093505288,-0.302755058,-0.143778361,0.449216329,-0.46799239,0.495293108,0.124534671,0.009111828,0.09470598,0.511317549,0.112314069,-0.045836792
GOBP_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS,0.3962046,0.305380348,0.05698858,0.366030669,0.394829993,0.177957938,0.201866308,0.205595835,0.20272772,0.194875924,0.290119587,0.144471604,0.006743663,0.049874506,-0.093742408,-0.226249813,0.230954896,-0.427484373,0.231469386,-0.063162091,0.158780621,-0.089912453,-0.428782192,-0.416041585,0.073851171,-0.245987762,-0.184027679,0.095808805,-0.025556343,-0.416197226,-0.207739922,0.160862208,0.252030231,-0.394392915,0.243596333,-0.439326814,-0.422712604,0.147062827,-0.245004006,-0.240741512,-0.269375328,0.022208139,0.109917271,-0.248166837,-0.110731248,-0.205942879,-0.004499744,-0.452967944,-0.223815604,-0.427104884,-0.305597827,0.2279896,-0.171561752,0.289020067,-0.190829467,-0.456608213,-0.190128629,0.334160077,-0.043900374,0.311806558,0.013700614,0.132491376,-0.314450995,-0.092133861,0.28214315,0.30087453,0.405924574,-0.022012902,0.399506189,0.349106145,0.224767756,0.342003009,0.356605245,0.313732016,0.133075012
GOBP_EMBRYONIC_DIGIT_MORPHOGENESIS,0.26398191,0.366604854,-0.059071021,-0.034722044,-0.089786465,-0.031574879,0.004452395,-0.026546354,-0.032200677,0.020340021,-0.075006232,-0.038584568,-0.086717813,0.249282584,-0.08830995,0.204776433,-0.082910259,0.233623827,-0.105180978,-0.052242364,0.204773951,0.191416928,0.135582923,0.021370907,0.051142915,0.231062739,-0.096379863,-0.105498265,-0.212180497,0.175026027,-0.251249858,-0.043300731,-0.26943745,0.01345443,-0.231608044,-0.02040473,0.008122643,0.045292059,-0.204917323,-0.042392565,0.226219493,-0.215567661,0.045100644,-0.057120475,-0.266168926,0.296336555,0.120186252,-0.027482652,0.025395897,0.263904921,0.179847637,0.133238999,0.22804914,0.393208577,0.43266245,0.122608413,0.278528534,0.429643093,0.381386844,0.453131742,0.351857416,0.276268967,0.258356049,-0.023386403,0.068989815,-0.092629505,0.367413239,-0.216919734,0.09123005,0.424677733,0.123014654,0.356509331,0.045462748,0.066253245,0.169997901
GOBP_EMBRYONIC_HEART_TUBE_DEVELOPMENT,0.177175388,0.190293502,0.191538133,0.185684949,0.338136248,0.175364409,0.398029221,0.205031488,0.122838612,0.184953039,-0.121447894,-0.001476067,-0.029929414,-0.137264756,-0.344311234,-0.004546062,-0.09902757,-0.073006797,-0.142219286,-0.100872091,-0.276996269,-0.421089335,-0.267735242,0.061031055,-0.129981839,-0.177939926,-0.108009149,0.099748138,-0.069227512,-0.302005653,-0.033726539,-0.053003,0.065472111,-0.252869193,0.046689033,-0.095530344,-0.13149861,-0.400395504,-0.064073407,0.182165966,-0.259093386,-0.258492786,-0.199117904,-0.481201768,0.298564348,-0.113213792,-0.195546475,-0.317871667,-0.053239256,-0.210796883,-0.110598657,-0.148199769,-0.012531732,0.233848398,0.168329778,-0.155959905,-0.279847997,0.426456385,0.01597591,0.186473194,0.176430399,-0.130659389,0.062166574,0.036978132,-0.019586039,-0.177711527,-0.264213185,0.003411212,0.006134497,-0.045733363,0.172628448,-0.039832688,-0.024817432,0.094379417,-0.211549878
GOBP_EMBRYONIC_HEART_TUBE_MORPHOGENESIS,0.227622088,-0.001429291,0.086193705,0.072780811,0.258485726,0.085314782,0.327445277,0.097407362,0.078065412,0.080305615,-0.006436822,0.147702351,-0.027223615,-0.021288567,-0.256490671,-0.186014256,-0.23555833,-0.033992272,-0.282888695,-0.240465945,-0.294625633,-0.497142894,-0.336730435,0.119541868,-0.27551833,-0.39429901,-0.249426135,-0.011372942,0.062809758,-0.269046403,0.121232263,0.040931928,0.081357054,-0.285135655,0.069691339,-0.071647133,-0.059708354,-0.37486375,0.086552471,0.241442286,-0.268894322,-0.224225293,-0.226967166,-0.485421016,0.497616815,-0.084236484,-0.164088383,-0.290362553,-0.024883645,-0.293581819,-0.02809745,-0.145432585,-0.062846922,0.105153231,0.118360823,-0.062084324,-0.243501099,0.500782449,0.036998888,0.331334302,0.129538412,-0.097404516,-0.079698213,0.101602565,0.006027208,-0.409782953,-0.286253557,-0.172952491,-0.189016911,-0.253512011,-0.011834159,-0.185824238,-0.190042658,-0.05942147,-0.234340609
GOBP_EMBRYONIC_MORPHOGENESIS,0.060412608,0.035750604,0.03133934,0.029256305,0.04954908,-0.016961208,0.048445072,0.000662565,-0.027556739,0.074730143,0.004241128,-0.008436978,0.095891563,0.00132495,0.043594681,0.09307497,0.025097112,-0.007505782,0.023335052,0.059864854,-0.030935914,0.02234506,-0.127131778,-0.053695052,0.115372799,-0.009408108,0.019364489,0.02481086,-0.070506492,-0.139468392,0.041288292,-0.007184005,0.081401359,-0.159867143,0.003185705,-0.079061078,-0.165870045,-0.031320033,-0.037972693,-0.05769353,-0.126827419,-0.055005842,-0.096095733,-0.074271359,-0.021167222,0.010968391,0.037408673,-0.035780452,-0.101601105,-0.133585482,-0.141384496,-0.144104393,-0.089333688,0.033850899,0.009126061,-0.183057398,-0.04828371,0.028445714,-0.032137706,-0.034197855,-0.005980066,-0.083815483,-0.07789228,0.055683932,-0.03934475,-0.054338656,-0.006372962,-0.083532392,0.046346921,0.047977793,-0.009447571,0.019294801,0.009406094,-0.04496102,-0.048698235
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT,0.031624467,0.090524245,0.057408575,0.100601174,0.169108855,0.032512426,0.085534079,0.052088648,0.028015375,0.129068004,0.133239253,0.039965532,0.153157511,0.115318775,0.054546364,0.182054377,0.09356793,-0.016144647,0.059415493,0.095269765,-0.026169693,0.10136541,0.042233562,0.040934822,0.10296395,-0.000949875,0.047872644,0.058109954,0.123900332,-0.293195842,0.137353154,0.161654105,0.238984842,0.00930127,0.19078962,0.018632278,-0.176564332,0.098457346,0.155083787,0.040945641,-0.154637578,0.030011843,0.014900455,-0.112430268,0.127868943,-0.023631757,0.030979783,-0.063342811,0.005747563,-0.1604292,-0.131202803,-0.111447044,-0.133565724,0.082967709,-0.104792459,-0.245359988,0.00184969,0.122296507,-0.007909269,0.060825854,0.063884361,-0.036652604,-0.04550808,0.0610803,0.028592663,0.019933096,0.012068392,-0.009877794,0.089850003,0.045425859,0.036601407,0.007360892,0.074897458,0.047119859,-0.046559364
GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS,0.09319685,0.019607951,0.030998903,0.096058082,0.141067875,0.026728728,0.097191737,0.03651347,0.026256686,0.168457616,0.156234731,0.134076781,0.195347754,0.176904402,0.137826738,0.119528142,0.122248338,-0.099833012,0.076571138,0.077762305,-0.045847688,0.01007868,-0.093715112,0.013089234,0.135822486,-0.03626037,0.047939308,0.119060196,0.131309333,-0.314603285,0.190998477,0.234051769,0.265734177,-0.045578238,0.26175386,0.041731648,-0.194370054,0.031656376,0.144287557,-0.016199158,-0.264719186,0.06775719,-0.039592729,-0.138373775,0.179936222,-0.042366812,-0.001487436,-0.190666346,-0.010006484,-0.223299087,-0.175324026,-0.194919983,-0.112595484,0.10991733,-0.090840586,-0.299539184,-0.01070322,0.200338451,0.035399632,0.127994615,0.02911895,-0.002779546,-0.104597383,0.121087574,0.053425588,-0.160104005,-0.01106927,-0.105876661,0.077417445,0.002347272,-0.04128752,-0.038152353,0.049269754,0.027145557,-0.115289774
GOBP_EMBRYONIC_PATTERN_SPECIFICATION,0.409300179,0.362738053,0.028582689,0.29878151,0.393555788,-0.071733005,0.008451451,0.29400323,-0.063893577,0.329686001,-0.056848418,0.099753531,-0.136469776,0.045149579,-0.373587093,-0.387166745,-0.134783706,-0.180679832,-0.103981917,0.099252316,0.055152088,0.301461823,-0.117324282,-0.311051219,-0.167491166,-0.332286584,-0.399694346,-0.172594408,0.128982958,-0.150359405,-0.269057547,0.114222918,-0.071403352,-0.176712502,0.113139774,-0.241590762,0.10048435,-0.056752322,-0.242587087,0.213427562,-0.037675289,0.228853631,0.300973057,-0.054206212,-0.331257262,-0.068226186,-0.167877547,-0.141383205,-0.163449259,-0.170499455,-0.199962996,0.027943089,0.143910632,0.206200187,-0.085550653,-0.429713949,-0.429965479,0.137011076,0.412687629,0.212731636,-0.245225276,0.427676445,-0.377650893,0.113107926,0.697906494,0.637939825,0.564893513,0.471744592,0.547432853,0.542971387,0.34984436,0.622536296,0.520948355,0.585720885,0.428457549
GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT,-0.315577826,-0.004541779,0.110943863,0.147805333,0.108231202,0.006562169,-0.008202996,0.1139859,-0.017239365,-0.013459641,-0.048405098,-0.135860873,0.079434644,-0.1509662,-0.157164593,0.243536557,0.063379868,-0.072350581,-0.100772343,-0.024510208,-0.230285694,0.056280202,-0.155393799,-0.172744253,-0.012950483,0.122607924,0.040910337,-0.076742329,0.111538712,-0.240955585,0.00554381,-0.014167409,0.207898198,0.003167097,0.10241374,-0.02970712,-0.095923907,0.233189908,0.191926717,0.263641335,-0.023681389,-0.092270427,-0.102003998,-0.187851697,0.011712283,-0.120782061,0.073965294,0.213534007,-0.114114616,-0.114659701,-0.177580822,0.334776206,-0.041925866,-0.109761874,-0.021211165,-0.037314602,0.239809756,-0.091830348,-0.176865977,0.01027358,-0.031982782,-0.29680255,0.202278139,-0.177007184,-0.21284736,0.063331834,-0.263950838,0.060981449,-0.142475009,-0.137151855,-0.098016991,-0.127061104,-0.176438577,-0.186550289,-0.237717625
GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,0.434568931,0.444313118,0.251780588,0.38115946,0.414039484,0.253547454,0.343889765,0.337167211,0.278562168,0.380357848,0.16079062,0.030269169,0.191924994,0.095147955,0.106061978,-0.086605398,0.196328726,-0.125410262,0.31600595,0.079139526,-0.004383386,0.065490449,-0.088608424,-0.039296904,0.243943383,0.173405135,-0.03140267,0.069141661,-0.300703266,-0.434754481,-0.041922636,0.102511965,0.043817273,-0.143114001,0.03374244,-0.125271599,-0.226067346,0.183495437,-0.364130654,-0.207936806,-0.341647772,0.13125689,0.19215946,-0.324332586,-0.338147146,0.029920883,0.183985362,-0.415025504,-0.233953771,-0.44743169,-0.307094283,-0.014853741,-0.329163497,0.044096463,-0.298965025,-0.353716107,-0.088541602,0.137771877,0.022199799,0.100492712,-0.156390502,-0.075065391,-0.256070011,-0.049457509,0.161997012,0.220859607,0.170541172,-0.139609756,0.206155837,0.182161652,-0.019634897,0.17315432,0.277845727,0.347707158,-0.057301478
GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS,0.407394397,0.381243822,0.163473296,0.364895546,0.39437445,0.253456144,0.300321754,0.276958987,0.267906841,0.335104024,0.225007839,0.062166909,-0.002674507,0.164893618,0.052765367,-0.183095207,0.203916904,-0.15991434,0.262076108,-0.050606765,0.149077065,-0.023855515,-0.225359396,-0.06288284,0.18555881,0.058824425,-0.062025855,0.045714332,-0.184355652,-0.411413154,-0.093425667,0.194628222,0.241453694,-0.207008438,0.162074471,-0.178114855,-0.322914898,0.114326662,-0.291646284,-0.241434368,-0.312009181,0.204408594,0.120593071,-0.29149695,-0.19415124,-0.098984609,0.029124037,-0.381430586,-0.137702731,-0.42267571,-0.228478084,0.020073255,-0.20536299,0.143665909,-0.167591764,-0.321261323,-0.03146751,0.232791886,0.076700614,0.326594251,0.001401143,0.108391169,-0.297195964,0.106227339,0.287863958,0.338751328,0.368178669,-0.027064327,0.281116899,0.35935439,0.174413117,0.268850255,0.315836576,0.395827823,0.127292471
GOBP_ENDOCARDIAL_CUSHION_DEVELOPMENT,0.154839166,0.16234449,0.163142264,0.1344613,0.13420376,0.142639261,0.357148532,0.403648154,0.145934532,0.353668786,0.132171901,0.404255659,0.100077717,0.108240637,0.394603669,0.348176383,0.449895596,0.486366164,0.368998352,0.408007403,0.449736828,0.449059045,0.331640114,0.389456228,0.462439639,0.368495371,0.48762211,0.504662262,-0.174281677,-0.090202544,-0.094206312,-0.089731512,-0.106217617,0.188171453,-0.224446538,0.307802624,-0.043484704,0.003768252,-0.148139425,-0.158196765,-0.067121997,0.016957136,0.00866976,0.134016728,-0.07646939,-0.017899199,0.07453919,0.334667923,0.203438808,0.166872409,0.302102195,-0.074187471,-0.030381536,-0.017648276,0.242032179,-0.00973419,0.152228392,0.117882117,0.404518356,-0.046845312,-0.113518606,0.001884126,-0.002365667,-0.038153556,0.538266573,0.10581656,0.154938712,-0.032030146,0.012331951,0.401652263,0.157514958,0.38732737,-0.054875177,0.383537229,0.212065604
GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS,0.164938972,-0.092666665,-0.066612456,-0.080703568,-0.094068349,-0.030136325,0.091339847,-0.064735196,0.002986594,-0.10885467,0.088061418,0.060471602,0.2114927,0.127993855,-0.362206838,0.016631575,-0.281784868,0.016211761,-0.160836422,-0.231432544,-0.425709171,-0.033196023,0.135260156,0.08615122,-0.184562721,-0.032894411,-0.258099399,-0.152217988,-0.388738339,0.066105493,-0.299737338,-0.147794079,-0.385194659,0.303459209,-0.451345934,0.309868643,-0.210645083,0.209097269,-0.445791634,0.427412686,0.126390149,-0.218522116,0.425546298,-0.017044154,-0.253309833,0.409242808,0.219820913,0.001998389,-0.001434928,-0.267105606,0.089126059,0.208836644,-0.239229345,-0.279371399,-0.158784777,0.020135125,0.01761405,-0.106719772,-0.081588871,-0.191765456,-0.419832519,-0.386017701,0.167769661,0.385699151,0.100312821,-0.214706844,-0.109906671,-0.022748338,-0.186496055,-0.233782364,-0.119240027,-0.262759606,-0.352565226,-0.051145273,-0.270609798
GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT,0.227596475,-0.117576785,-0.249122879,-0.208375684,-0.272758542,-0.289263506,0.208284469,-0.229646346,-0.288009301,-0.142605561,0.089729369,0.198086786,0.611749203,0.22929495,0.145078298,0.408334879,0.060989617,0.092484464,0.152266254,0.166408756,0.23434286,0.589001104,0.125803474,0.062380152,0.097260924,0.202163791,0.040557917,0.053208201,0.458580718,-0.073016292,0.382837577,0.135595809,0.352484116,0.177657011,0.263630906,-0.048430864,0.174306562,0.085512103,0.471298605,-0.159575511,-0.426764535,0.37177974,0.314759769,0.000235516,0.281682742,-0.160566263,-0.028499912,-0.073285752,0.257712564,-0.115279868,0.002922321,0.106207145,0.29151972,0.122995351,0.002278115,-0.156409044,-0.093590806,0.33932285,0.210771237,0.06081424,-0.045558223,0.294014891,-0.023077391,0.097110658,0.248355572,0.440591279,0.295689641,0.157749251,0.460618053,0.353261639,0.509007971,0.195865759,0.441618871,0.44296964,0.271834216
GOBP_ENDOCRINE_PROCESS,0.32892149,0.254720603,0.062278275,0.07232041,0.042848013,0.060697505,0.087060878,0.081805739,0.067729801,0.066763396,0.058855928,0.008937384,0.042733619,0.038726492,0.31435929,0.342251304,0.312833959,0.065306866,0.289333016,0.335171124,0.349817709,0.397786445,0.279945382,0.153810495,0.421584119,-0.021453954,0.312699405,0.31463933,-0.160884063,-0.281716814,-0.161898816,-0.146077778,-0.000108441,0.050967842,0.091400537,0.061081284,-0.009694843,-0.02801065,-0.157252944,-0.335061497,-0.245938368,-0.315909235,-0.071382649,-0.211478005,-0.152030978,-0.04656922,-0.046763146,-0.026961091,-0.14876538,-0.124214648,-0.125861506,-0.070578236,-0.10536294,0.159597849,-0.055484273,-0.337183609,-0.024626209,0.264449567,0.022103974,0.029100992,0.184800068,-0.066227616,-0.067011338,0.003068874,-0.00607687,-0.08341035,0.221743833,0.06877962,0.031692962,-0.021638145,-0.001723064,-0.023062839,-0.068681568,-0.20202503,0.053016511
GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT,-0.004343464,-0.248526064,-0.172865747,-0.114384195,-0.065284629,-0.21753418,-0.103774914,-0.102851153,-0.220200726,0.016309773,-0.175425309,-0.148374722,0.105176463,-0.078281344,-0.140588693,-0.023164605,-0.044290133,0.04370568,-0.053700162,-0.028546627,0.018964931,0.147834528,-0.074721319,-0.111765169,-0.004265523,-0.282355482,-0.156336913,-0.06118981,0.220166033,-0.038265741,0.220379179,0.17555263,0.280463084,0.077113244,0.35429149,0.087107332,0.120397031,0.171539813,0.206804527,0.143033669,-0.235941618,0.195118739,0.283296224,0.031153792,0.175617846,0.09297858,-0.054525855,0.05827659,0.04260097,-0.010395785,-0.208935884,0.174629687,-0.019725311,0.034537268,-0.180148705,-0.069056849,-0.131765977,0.206551308,0.099949724,-0.009085399,-0.16514495,0.083623278,-0.153266119,0.110269121,0.181906811,0.046116682,0.087270607,0.258907636,0.096019093,0.075797679,0.076195613,-0.003425219,0.154625087,0.10228753,-0.022250703
GOBP_ENDOCYTIC_RECYCLING,0.03936837,-0.181597308,-0.282236895,-0.262473244,-0.29522955,-0.231145282,-0.249170937,-0.26760214,-0.277095082,-0.276988109,-0.109170931,0.255214008,0.148453672,-0.12950938,-0.452616331,-0.087928236,-0.29070548,-0.208617814,-0.028995611,-0.446759908,0.167608709,-0.031127917,-0.020968553,0.078251397,-0.474166557,-0.180519061,-0.480416522,-0.200874636,-0.42202274,0.244351519,-0.283150631,-0.237486001,-0.063162564,0.062613637,-0.203025979,0.043570363,-0.192358344,-0.208131125,-0.283718599,0.001444195,0.099974343,-0.084480339,0.068595325,0.320632254,-0.28654655,-0.060090791,0.041364997,0.170250927,0.109337803,-0.120500651,-0.315190827,-0.279008777,0.214162721,-0.419321416,-0.389662484,0.346733635,-0.312840101,-0.448744166,-0.082621065,-0.410908994,-0.432059254,0.069319942,-0.064497889,-0.133410966,0.225411912,-0.149887109,-0.116516448,-0.274256563,-0.079492568,0.031694419,0.040223448,0.198093292,-0.259778626,-0.109173477,0.10447248
GOBP_ENDOCYTOSIS,-0.099032752,-0.212534927,-0.150691152,-0.09704491,-0.097740991,-0.164986924,-0.162613635,-0.072193221,-0.124675067,-0.042994477,-0.152831613,-0.082502853,-0.155469957,-0.101185375,-0.088252652,-0.05918186,-0.095307841,0.166996406,-0.074217478,-0.130118442,-0.063541315,0.002051673,0.146620487,0.197907113,-0.05719555,0.099425456,-0.051362922,-0.001331009,-0.047774573,0.101841142,0.00467892,-0.042751547,-0.009398772,-0.021748477,-0.057441866,0.065947486,0.087739867,0.117683813,-0.049209537,0.040456858,0.045931283,0.094045053,-0.081375778,0.122685431,-0.045084775,0.082964722,0.033170895,0.060382481,0.04690356,-0.208875471,-0.088294015,-0.062990788,-0.107785409,-0.192016627,-0.173557822,0.061994889,-0.07046922,-0.336186246,-0.17116675,-0.166501049,-0.271035499,-0.189658967,-0.098644872,0.055156023,-0.057865663,0.08563674,-0.099477196,-0.039451453,-0.098188981,-0.065241504,-0.16217221,-0.019580212,-0.165740469,-0.068157805,-0.111461602
GOBP_ENDODERM_DEVELOPMENT,0.21871241,0.01687863,0.405778269,0.363785802,0.395715658,0.243593617,0.240186297,0.498647524,0.250819591,0.454755482,0.117336919,0.039595906,0.349356685,0.079556827,0.063100881,-0.072594046,0.198957342,-0.065862261,0.147045699,0.267202863,0.064991204,-0.038171821,-0.119347111,-0.111889886,0.126862962,-0.203707373,0.061332231,0.165743954,-0.316994282,0.039797486,-0.130278503,-0.227249218,0.043759839,-0.186107822,-0.080008663,-0.207490052,-0.422527684,-0.240569149,-0.117539454,-0.278021088,-0.318721807,-0.238275077,-0.049393008,-0.191253566,-0.112476073,-0.186618696,-0.074460383,-0.17250557,-0.350787261,-0.338752835,-0.303096492,-0.118531452,-0.11412479,-0.100251648,0.054053728,-0.288711144,-0.081888499,-0.082431452,-0.056783316,-0.125854435,-0.170278637,-0.154874494,-0.241725232,-0.095826586,-0.199585926,0.018285538,0.064564511,-0.113122131,-0.07880259,-0.093800813,-0.131746337,-0.029324013,-0.03030662,-0.007419757,-0.073980468
GOBP_ENDODERM_FORMATION,0.262375672,0.002757996,0.435967208,0.36966573,0.403577898,0.225380228,0.201800549,0.524201307,0.223661467,0.479424693,0.249849233,0.156999641,0.50119211,0.209547704,0.181359485,0.100360375,0.364112496,0.022528373,0.300217149,0.437781366,0.20883186,0.091701174,0.024668557,-0.01198092,0.289382933,-0.102839123,0.192029667,0.330154419,-0.333263447,0.035366255,-0.1801314,-0.256828741,0.059706188,-0.118539558,-0.043701867,-0.218062884,-0.408696827,-0.308281983,-0.143519154,-0.273193749,-0.354549787,-0.264768555,-0.139218261,-0.103164289,-0.135305442,-0.278713405,-0.118212877,-0.236477789,-0.31591237,-0.398968665,-0.3717857,-0.068381119,-0.185413942,-0.205031063,-0.123565766,-0.290810341,-0.23286602,-0.249885644,-0.05566987,-0.226592639,-0.262612858,-0.218604266,-0.243170159,-0.100866115,-0.247138349,0.028205534,0.085782533,-0.105675788,-0.055305027,-0.034517585,-0.164861099,-0.040448737,-0.005038509,0.00063857,-0.1061673
GOBP_ENDODERMAL_CELL_DIFFERENTIATION,0.047204907,-0.103212838,0.487058288,0.308582123,0.364409616,0.349998205,0.308271724,0.49294622,0.341726218,0.444304112,0.160241382,0.057605616,0.512328418,0.129652503,0.263902737,0.073108296,0.304818726,-0.019039646,0.224054676,0.387086633,-0.027968289,-0.143110539,-0.033586283,-0.047326716,0.265668624,-0.166554537,0.290065007,0.287120543,-0.275904781,0.125196938,-0.119853501,-0.403678929,0.008143695,-0.18397523,-0.14239021,-0.217122348,-0.464965429,-0.368748906,-0.067279997,-0.328297911,-0.330825665,-0.366020975,-0.249854841,-0.126727897,-0.075348672,-0.269932129,-0.070243142,-0.256266656,-0.378720812,-0.389412626,-0.403435708,-0.236273152,-0.164506686,-0.366722901,-0.085386566,-0.37637676,-0.215329805,-0.391140708,-0.302498251,-0.319249875,-0.297630188,-0.358821961,-0.260042943,-0.056180439,-0.40527118,-0.187866781,-0.129190508,-0.258595215,-0.266727756,-0.233733876,-0.213533223,-0.260143363,-0.220493571,-0.227720937,-0.186979585
GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION,-0.125221014,-0.127571443,-0.160054269,-0.178942727,-0.220679711,-0.139489487,-0.174552479,-0.233571532,-0.21011204,-0.141574028,-0.242371266,-0.151213607,-0.183625897,-0.237139026,-0.064563052,-0.070624873,-0.11871011,-0.076270822,-0.057599586,-0.101617133,-0.192667967,-0.130491787,-0.082421216,0.150434166,-0.061769441,-0.012012745,-0.072868769,-0.066643085,-0.025615818,0.059033573,-0.049790758,-0.08794417,-0.061166788,-0.047205174,-0.096023236,-0.048716419,0.097444021,0.052261356,-0.081161637,-0.054854436,0.067547478,-0.125977526,-0.02458486,-0.043114388,-0.079085127,0.036067677,0.055771318,0.079108008,0.01089721,-0.05052196,-0.053794581,0.004409916,-0.070774695,-0.037520891,-0.044027959,0.028459948,0.039913149,-0.121279888,-0.129187179,-0.099085145,-0.024441356,-0.061520723,-0.04986463,0.085028672,-0.05530178,-0.072510311,-0.14085924,-0.000671028,-0.113810253,-0.126608347,-0.144912045,-0.158526766,-0.151639884,-0.052629687,-0.042841878
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,-0.238806931,-0.229809307,-0.141680529,-0.221563977,-0.2397411,-0.113377241,-0.254232481,-0.21064852,-0.191738885,-0.273657965,-0.234251913,-0.210238291,-0.016648982,-0.265542634,0.078266636,-0.15845736,0.112048256,0.087106479,0.131114733,0.023118492,-0.009525053,0.11720419,0.032500971,0.137561943,0.112825043,0.160858124,0.125893502,0.102751254,0.273353678,0.284372506,0.289674851,0.187434577,0.273924806,0.16565452,0.284343186,0.222136684,0.19427342,0.302253615,0.276639959,-0.052653491,0.181600712,0.166613221,0.173041383,0.022273951,0.303028323,0.254829744,0.040895512,0.071130776,0.239987994,-0.0656018,0.051658672,0.067545233,0.15118984,-0.046687882,0.025640979,-0.226650132,0.075240914,-0.076766366,-0.081175524,-0.001666513,0.018249942,-0.083025255,-0.106419929,0.11784963,-0.032336663,-0.03693241,-0.215192474,-0.063354789,-0.277243204,-0.205477706,-0.114561737,-0.310367762,-0.318426493,-0.176552955,-0.186734302
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,-0.15491212,-0.159611048,-0.076492702,-0.08023691,-0.119116756,-0.056617682,-0.11958759,-0.119742067,-0.078805264,-0.158067041,-0.160334761,-0.191165667,-0.099527789,-0.187553372,0.117581038,0.008553427,0.032298674,-0.151903854,-0.04210839,-0.160741458,-0.15154291,-0.177925641,0.001031687,0.095143168,-0.032330097,-0.173944185,-0.018175399,-0.015888884,0.12494949,-0.043470634,0.19541369,-0.155250529,0.198329398,-0.074456956,0.07765993,0.093931804,0.019718206,0.001580379,-0.024500185,0.001979426,0.146989534,0.067655509,-0.091181276,-0.092133249,0.152729627,0.131783714,0.078519602,0.029150489,0.055545706,0.062042979,-0.080514077,-0.168421364,-0.145797253,-0.124393275,-0.104493653,-0.040787271,-0.1259362,-0.099320214,-0.174351627,-0.175255891,-0.09518185,0.037827629,-0.101602285,0.203518907,-0.07972491,-0.201907526,-0.133309894,0.149593224,-0.107033127,-0.188274151,-0.261832349,-0.147340539,-0.157037859,-0.07991262,-0.184558859
